label,text
valid,"['depends', 'u', 'going', 'lor']"
valid,"['smile', 'right', 'go', 'world', 'wonder', 'smiling', 'think', 'crazy', 'keep', 'away', 'grins']"
spam,"['freemsgfav', 'xmas', 'tonesreply', 'real']"
valid,"['lil', 'fever', 'fine']"
valid,"['think', 'still', 'car']"
valid,[]
spam,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']"
valid,"['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hands']"
valid,"['oh', 'yeah', 'forgot', 'u', 'take', 'shopping']"
valid,"['mm', 'asked', 'call', 'radio']"
valid,"['thinkin', 'someone', 'good', 'drugs']"
valid,"['say', 'slowly', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']"
valid,"['enjoy', 'showers', 'possessiveness', 'poured', 'u', 'ur', 'loved', 'ones', 'bcoz', 'world', 'lies', 'golden', 'gift', 'loved', 'truly']"
valid,"['alright', 'you', 're', 'sure', 'let', 'know', 'you', 're', 'leaving']"
valid,"['lasting', 'much', 'hours', 'might', 'get', 'lucky']"
valid,"['genius', 'what', 's', 'brother', 'pls', 'send', 'number', 'skype']"
spam,"['gr', 'poly', 'tones', 'mobs', 'direct', 'u', 'rply', 'poly', 'title', 'eg', 'poly', 'breathe', 'titles', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'poboxowwq', 'p']"
valid,"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'able', 'join']"
valid,"['do', 'nt', 'forget', 'owns', 'who', 's', 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']"
spam,"['interflora', 'late', 'order', 'interflora', 'flowers', 'christmas', 'call', 'place', 'order', 'midnight', 'tomorrow']"
valid,"['oh', 'godtaken', 'teethis', 'paining']"
spam,"['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']"
valid,"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']"
valid,"['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']"
spam,"['congratulations', 'thanks', 'good', 'friend', 'u', 'xmas', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']"
valid,"['ok', 'lor']"
valid,"['oh', 'right', 'ok', 'ill', 'make', 'sure', 'loads', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help']"
valid,"['wifehow', 'knew', 'time', 'murder', 'exactly']"
spam,"['send', 'logo', 'ur', 'lover', 'names', 'joined', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ads', 'p']"
valid,"['howz', 'persons', 'story']"
valid,"['thanx', 'sending', 'home']"
valid,"['normally', 'hot', 'mail', 'com', 'see']"
spam,"['you', 've', 'tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']"
valid,"['u', 'sick', 'still', 'go', 'shopping']"
valid,"['ya', 'well', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'become', 'quite', 'blackand', 'ur', 'rite', 'cold', 'wearing', 'sweatter']"
valid,"['nicenicehow', 'working']"
valid,"['reach', 'home', 'call']"
valid,"['trying', 'find', 'chinese', 'food', 'place', 'around']"
valid,"['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']"
valid,"['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'i', 'm', 'sad', 'without', 'babe', 'love']"
valid,"['ok', 'thanx']"
valid,"['aathiwhere', 'dear']"
valid,"['tunji', 'how', 's', 'queen', 'wishing', 'great', 'day', 'abiola']"
valid,"['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'calls', 'u', 'get', 'u', 'get', 'missed', 'u', 'marry', 'ur', 'lover']"
valid,"['class', 'hours', 'sorry']"
valid,"['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']"
spam,"['freemessage', 'jamsterget', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad', 'real', 'text', 'mad', 'crazy', 'sounds', 'gbpweek', 'tcs', 'apply']"
valid,"['sad', 'story', 'man', 'last', 'week', 'bday', 'wife', 'did', 'nt', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']"
spam,"['chance', 'reality', 'fantasy', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
valid,"['she', 's', 'fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']"
valid,"['going', 'wipro', 'interview', 'today']"
valid,"['tall', 'princess']"
valid,"['doubt', 'could', 'handle', 'times', 'per', 'night', 'case']"
valid,"['haha', 'hope', 'ü', 'hear', 'receipt', 'sound', 'gd', 'luck']"
valid,"['gon', 'na', 'death', 'i', 'm', 'gon', 'na', 'leave', 'note', 'says', 'robs', 'fault', 'avenge']"
valid,"['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']"
valid,"['today', 'i', 'm', 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'frens', 'shop']"
valid,"['life', 'face', 'choices', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hoping', 'gudni']"
valid,"['know', 'god', 'created', 'gap', 'fingers', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love']"
valid,"['want', 'kiss', 'feel', 'next']"
valid,"['happy', 'saying']"
spam,"['adult', 'content', 'video', 'shortly']"
valid,"['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']"
valid,"['i', 'm', 'saying', 'have', 'nt', 'explicitly', 'told', 'nora', 'know', 'someone', 'i', 'm', 'probably', 'gon', 'na', 'bother']"
valid,"['says', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'preferably', 'kegger']"
valid,"['smith', 'waste', 'dai', 'wanna', 'gayle']"
valid,"['mum', 'i', 've', 'sent', 'many', 'many', 'messages', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']"
valid,"['aight', 'tomorrow', 'around', 'ltgt']"
valid,"['housemaid', 'murderer', 'coz', 'man', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand']"
spam,"['chance', 'reality', 'fantasy', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
valid,"['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']"
valid,['see']
valid,"['do', 'nt', 'understand', 'message']"
valid,"['crucify', 'c', 'told', 'earlier']"
valid,"['idk', 'keep', 'saying', 'you', 're', 'since', 'moved', 'keep', 'butting', 'heads', 'freedom', 'vs', 'responsibility', 'i', 'm', 'tired', 'much', 'shit', 'deal', 'i', 'm', 'barely', 'keeping', 'together', 'gets', 'added']"
valid,"['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']"
valid,"['twenty', 'past', 'five', 'said', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']"
spam,"['hey', 'boys', 'want', 'hot', 'xxx', 'pics', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', 'hrs', 'free', 'p', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wcnxx']"
valid,"['u', 'still', 'painting', 'ur', 'wall']"
spam,"['last', 'chance', 'claim', 'ur', 'worth', 'discount', 'vouchers', 'today', 'text', 'shop', 'savamob', 'offers', 'mobile', 'cs', 'savamob', 'pobox', 'muz', 'sub']"
valid,"['printer', 'cool', 'mean', 'groovy', 'wine', 'groovying']"
valid,"['hi', 'harishs', 'rent', 'transfred', 'ur', 'acnt']"
valid,"['anything', 'lor', 'coming']"
valid,"['cbe', 'really', 'good', 'nowadayslot', 'shop', 'showroomscity', 'shaping', 'good']"
valid,"['ü', 'still', 'attending', 'da', 'talks']"
valid,"['probs', 'hon', 'u', 'doinat', 'mo']"
valid,"['k', 'ill', 'take', 'care']"
valid,"['take', 'did', 'nt', 'phone', 'callon', 'friday', 'assume', 'wo', 'nt', 'year']"
valid,"['battery', 'low', 'babe']"
valid,"['shuhui', 'bought', 'rons', 'present', 'swatch', 'watch']"
valid,"['yeah', 'there', 's', 'quite', 'bit', 'left', 'ill', 'swing', 'tomorrow', 'get']"
valid,"['babe', 'said', 'hours', 'almost', 'internet']"
valid,"['k', 'ill', 'sure', 'get', 'noon', 'see', 'what', 's']"
valid,"['kkyesterday', 'cbe']"
valid,"['went', 'ganesh', 'dress', 'shop']"
spam,"['pdate_now', 'double', 'mins', 'txts', 'orange', 'tariffs', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd', 'calloptoutyhl']"
valid,"['ü', 'collecting', 'ur', 'laptop', 'going', 'configure', 'da', 'settings', 'izzit']"
valid,"['r', 'home', 'come', 'within', 'min']"
valid,"['aight', 'latest', 'probably', 'closer', 'jay', 'tyler', 'two', 'trips']"
valid,"['come', 'aftr', 'ltdecimalgt', 'cleaning', 'house']"
spam,"['ur', 'cashbalance', 'currently', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'cash', 'pmsg', 'cc', 'po', 'box', 'tcrw']"
valid,"['bill', 'letters', 'i', 'm', 'expecting', 'one', 'orange', 'is', 'nt', 'bill', 'may', 'still', 'say', 'orange']"
valid,"['tell', 'pa', 'pain', 'de']"
valid,"['hi', 'darlin', 'hope', 'nice', 'night', 'wish', 'come', 'ca', 'nt', 'wait', 'see', 'love', 'fran', 'ps', 'want', 'dirty', 'anal', 'sex', 'want', 'man', 'gang', 'bang']"
valid,"['ha', 'do', 'nt', 'know', 'either', 'clever', 'simple', 'thing', 'pears', 'day', 'perfect', 'christmas']"
valid,"['helloooo', 'wake', 'sweet', 'morning', 'welcomes', 'enjoy', 'day', 'full', 'joy', 'gud', 'mrng']"
valid,['alrite']
valid,"['must', 'sit', 'around', 'wait', 'summer', 'days', 'celebrate', 'magical', 'sight', 'worlds', 'dressed', 'white', 'oooooh', 'let', 'snow']"
spam,"['urgent', 'mobile', 'number', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hrs']"
valid,"['guys', 'go', 'see', 'movies', 'side']"
valid,"['sorryin', 'meeting', 'ill', 'call', 'later']"
valid,"['did', 'nt', 'tell', 'thatnow', 'i', 'm', 'thinking', 'plus', 'he', 's', 'going', 'stop', 'runs']"
valid,"['kindly', 'send', 'one', 'flat', 'ltdecimalgt', 'today']"
spam,"['sorry', 'u', 'unsubscribe', 'yet', 'mob', 'offer', 'package', 'min', 'term', 'weeks', 'pls', 'resubmit', 'request', 'expiry', 'reply', 'themob', 'help', 'info']"
valid,"['nothing', 'lor', 'bit', 'bored', 'dun', 'u', 'go', 'home', 'early', 'sleep', 'today']"
valid,"['time', 'tell', 'friend', 'around']"
valid,"['yes', 'fine', 'love', 'safe']"
valid,"['thanks', 'chikku', 'gud', 'nyt']"
valid,"['xy', 'ur', 'car', 'u', 'picking']"
valid,"['thanx', 'time', 'we', 've', 'spent', 'geva', 'bin', 'mint', 'ur', 'baby', 'want', 'uxxxx']"
valid,"['yo', 'way', 'could', 'pick', 'something', 'tonight']"
valid,"['i', 've', 'sent', 'send']"
valid,"['fine', 'simply', 'sitting']"
valid,"['thts', 'gods', 'gift', 'birds', 'humans', 'hav', 'natural', 'gift', 'frm', 'god']"
valid,"['coming', 'day', 'class']"
valid,"['i', 'm', 'done', 'studyn', 'library']"
valid,"['ok', 'u', 'enjoy', 'ur', 'shows']"
valid,['anything']
valid,"['wuld', 'without', 'baby', 'thought', 'alone', 'mite', 'break', 'do', 'nt', 'wanna', 'go', 'crazy', 'everyboy', 'needs', 'lady', 'xxxxxxxx']"
valid,"['wats', 'dear', 'sleeping', 'ah']"
valid,"['hi', 'test', 'ltgt', 'rd']"
valid,"['students', 'solved', 'cat', 'question', 'xam', 'ltgt', 'ltgt', 'ltgt', 'tell', 'answer', 'u', 'r', 'brilliantthingi', 'got', 'answr']"
valid,"['yo', 'know', 'anyone', 'ltgt', 'otherwise', 'able', 'buy', 'liquor', 'guy', 'flaked', 'right', 'do', 'nt', 'get', 'hold', 'somebody', 'loko', 'night']"
valid,"['yup', 'n', 'fren', 'lor', 'i', 'm', 'meeting', 'fren']"
valid,"['yeah', 'got', 'one', 'lined', 'us']"
valid,"['stop', 'wondering', 'wow', 'ever', 'going', 'stop', 'tming', 'tm', 'whenever', 'want', 'mine', 'laughs']"
valid,"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']"
valid,"['hey', 'i', 've', 'booked', 'pilates', 'yoga', 'lesson', 'already', 'haha']"
valid,"['ok', 'happen', 'behave', 'like']"
spam,"['new', 'message', 'please', 'call']"
valid,"['supervisor', 'find', 'one', 'lor', 'thk', 'students', 'have', 'nt', 'ask', 'yet', 'tell', 'u', 'aft', 'ask']"
valid,"['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'i', 'm', 'woozles', 'weasels', 'exeter', 'still', 'home']"
valid,"['messageno', 'responcewhat', 'happend']"
spam,"['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call']"
valid,"['hey', 'babe', 'sorry', 'did', 'nt', 'get', 'sooner', 'gary', 'come', 'fix', 'cause', 'thinks', 'knows', 'does', 'nt', 'go', 'far', 'ptbo', 'says', 'cost', 'ltgt', 'bucks', 'do', 'nt', 'know', 'might', 'cheaper', 'find', 'someone', 'do', 'nt', 'second', 'hand', 'machines', 'right', 'let', 'know', 'want', 'babe']"
valid,"['make', 'fucks', 'sake', 'x']"
valid,"['leave', 'u', 'always', 'ignorant']"
valid,"['nope', 'ill', 'b', 'going', 'sch', 'fri', 'quite', 'early', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'da', 'morn']"
valid,"['bruce', 'b', 'downs', 'amp', 'fletcher']"
valid,"['said', 'would', 'woke']"
valid,"['hey', 'free', 'call']"
valid,"['tell', 'who', 's', 'pls']"
spam,"['urgent', 'mobile', 'awarded', 'bonus', 'caller', 'prize', 'final', 'attempt', 'contact', 'u', 'call']"
valid,"['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']"
valid,"['i', 'd', 'check', 'there', 's', 'like', 'bowls', 'worth', 'left']"
valid,"['yes', 'many', 'sweets']"
valid,"['would', 'i', 'm', 'still', 'cozy', 'exhausted', 'last', 'nightnobody', 'went', 'school', 'work', 'everything', 'closed']"
spam,"['u', 'secret', 'admirer', 'reveal', 'thinks', 'u', 'r', 'special', 'call', 'opt', 'reply', 'reveal', 'stop', 'per', 'msg', 'recd', 'cust', 'care']"
valid,"['buzzzz', 'grins', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake']"
valid,"['sir', 'send', 'group', 'mail', 'check']"
valid,"['i', 'm', 'da', 'intro', 'covers', 'energy', 'trends', 'n', 'pros', 'n', 'cons', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', 'n', 'half', 'pages']"
valid,"['nonenowhere', 'ikno', 'doesdiscountshitinnit']"
valid,"['do', 'nt', 'know', 'jabo', 'abi']"
spam,"['ever', 'notice', 'you', 're', 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']"
valid,"['yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']"
valid,"['good', 'baby']"
valid,"['neft', 'transaction', 'reference', 'number', 'ltgt', 'rs', 'ltdecimalgt', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']"
valid,"['mostly', 'sports', 'typelyk', 'footblcrckt']"
valid,"['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']"
valid,"['u', 'make', 'fb', 'list']"
valid,"['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurried', 'plane', 'bt', 'did', 'nt', 'move', 'saidif', 'made', 'studentsthis', 'wo', 'nt', 'even', 'start', 'datz', 'confidence']"
valid,"['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']"
valid,"['happy', 'new', 'year', 'princess']"
valid,"['ill', 'text', 'carlos', 'let', 'know', 'hang']"
valid,"['do', 'nt', 'worry', 'easy', 'ingredients']"
valid,"['love', 'u', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']"
valid,"['ok', 'omw', 'castor']"
valid,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', 'go', 'elsewhere']"
spam,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'mins', 'txt', 'orange', 'call', 'mobileupd', 'calloptoutqf']"
valid,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'i', 'm', 'picking', 'ard', 'smth', 'lor']"
valid,"['wonders', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sms', 'st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
valid,"['tonight', 'yeah', 'i', 'd']"
valid,"['eat', 'fo', 'lunch', 'senor']"
valid,"['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'persondie', 'nvq', 'think', 'much', 'could']"
valid,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']"
spam,"['reply', 'win', 'weekly', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', 'end', 'service']"
valid,"['i', 'm', 'see', 'ca', 'nt', 'see', 'maybe', 'reboot', 'ym', 'seen', 'buzz']"
valid,"['still', 'grinder']"
spam,"['polyphonic', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'pt', 'st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friends', 'ptone', 'reply', 'hl', 'info']"
valid,"['love', 'is', 'nt', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magical']"
spam,"['hot', 'live', 'fantasies', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
valid,"['ki', 'didt', 'see', 'youkwhere']"
valid,"['i', 'm', 'list', 'buyers']"
valid,"['idea', 'guess', 'well', 'work', 'hour', 'supposed', 'leave', 'since', 'usual', 'nobody', 'interest', 'figuring', 'shit', 'last', 'second']"
valid,"['mm', 'entirely', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']"
valid,"['released', 'vday', 'shirts', 'u', 'put', 'makes', 'bottom', 'half', 'naked', 'instead', 'white', 'underwear']"
valid,"['knowhe', 'watching', 'film', 'computer']"
valid,"['b', 'thursday']"
valid,"['oh', 'phone', 'phoned', 'disconnected']"
valid,"['i', 'd', 'onluy', 'matters', 'getting', 'offcampus']"
spam,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgsp']"
valid,"['excellent', 'ill', 'see', 'rileys', 'plans']"
valid,"['see', 'half', 'hour']"
spam,"['you', 've', 'tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']"
valid,"['ew', 'one']"
valid,"['also', 'hi', 'wesley', 'how', 've']"
valid,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finished', 'making']"
spam,"['loan', 'purpose', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', 'help']"
spam,"['update_now', 'mths', 'half', 'price', 'orange', 'line', 'rental', 'minscall', 'mobileupd', 'calloptoutjq']"
valid,"['imagine', 'life', 'without', 'see', 'fast', 'u', 'searching', 'medont', 'worry', 'lm', 'always', 'disturb', 'u', 'goodnoon']"
valid,"['hm', 'good', 'morning', 'headache', 'anyone']"
valid,"['yeah', 'probs', 'last', 'night', 'obviously', 'catching', 'speak', 'soon']"
spam,"['free', 'unlimited', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'get', 'free', 'access', 'hrs', 'chrgdp', 'per', 'day', 'txt', 'stop', 'exit', 'msg', 'free']"
valid,"['might', 'go', 'sch', 'yar', 'e', 'salon', 'v', 'boring']"
valid,"['ltgt', 'mins', 'stop', 'somewhere', 'first']"
valid,"['ltgt', 'fast', 'approaching', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentines', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendshipmotherfatherteacherschildrens', 'day', 'amp', 'happy', 'birthday', 'u', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'ltgt', 'good', 'mornings', 'afternoons', 'evenings', 'nights', 'rememberi', 'first', 'wishing', 'u', 'theseyours', 'raj']"
valid,"['one', 'joys', 'lifeis', 'waking', 'daywith', 'thoughts', 'somewheresomeone', 'cares', 'enough', 'tosend', 'warm', 'morning', 'greeting']"
valid,"['did', 'nt', 'get', 'second', 'half', 'message']"
valid,"['wat', 'time', 'u', 'wan', 'meet', 'later']"
valid,"['thank', 'much', 'selflessness', 'love', 'plenty']"
valid,"['film', 'ill', 'call', 'later']"
valid,"['dare', 'change', 'ring']"
valid,"['bad', 'girl', 'lady']"
valid,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']"
valid,"['part', 'do', 'nt', 'initiate', 'do', 'nt', 'understand']"
valid,"['finished', 'lunch', 'already', 'u', 'wake', 'already']"
valid,"['still', 'game']"
valid,"['got', 'tallent', 'wasting']"
valid,"['record', 'one', 'night']"
valid,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'ill', 'send', 'another', 'message', 'explain', 'things', 'back', 'home', 'great', 'weekend']"
valid,"['gon', 'na', 'let', 'know', 'cos', 'comes', 'bak', 'holiday', 'day', 'coming', 'dontgettext', 'number']"
valid,"['jokin', 'lar', 'depends', 'phone', 'father', 'get', 'lor']"
valid,"['aight', 'lemme', 'know', 'what', 's']"
valid,"['get', 'ready', 'ltgt', 'inches', 'pleasure']"
valid,"['rajipls', 'favour', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'today', 'birthday']"
valid,"['ok', 'feel', 'like', 'john', 'lennon']"
valid,"['cos', 'darren', 'say', 'ü', 'considering', 'mah', 'ask', 'ü']"
valid,"['bothering', 'trust', 'answers', 'pls']"
valid,"['wishing', 'family', 'merry', 'x', 'mas', 'happy', 'new', 'year', 'advance']"
valid,"['one', 'day', 'crab', 'running', 'sea', 'shorethe', 'waves', 'came', 'n', 'cleared', 'footprints', 'crab', 'crab', 'asked', 'frnd', 'r', 'u', 'clearing', 'beautiful', 'footprints', 'waves', 'replied', 'fox', 'following', 'ur', 'footprints', 'catch', 'that', 's', 'cleared', 'frndsship', 'never', 'lets', 'u', 'dwn', 'gud', 'nyt']"
valid,"['aight', 'time', 'want', 'come']"
valid,"['slaaaaave', 'must', 'summon', 'time', 'do', 'nt', 'wish', 'come', 'anymore']"
valid,"['bill', 'that', 's', 'bad']"
valid,"['let', 'know', 'changes', 'next', 'hrs', 'even', 'appendix', 'age', 'range', 'however', 'impossible', 'chill', 'let', 'know', 'hrs']"
valid,"['hello', 'yeah', 'i', 've', 'got', 'bath', 'need', 'hair', 'ill', 'come', 'i', 'm', 'done', 'yeah']"
valid,"['how', 's', 'weather']"
valid,"['ok', 'much', 'though', 'hm', 'friday', 'ca', 'nt', 'wait', 'dunno', 'wot', 'hell', 'i', 'm', 'gon', 'na', 'another', 'weeks', 'become', 'slob', 'oh', 'wait', 'already', 'done']"
valid,"['die', 'e', 'toot', 'fringe']"
valid,"['lol', 'do', 'nt', 'know', 'awesome', 'phone', 'could', 'click', 'delete', 'right', 'want']"
valid,['ok']
valid,"['awesome', 'question', 'cute', 'answer', 'someone', 'asked', 'boy', 'ur', 'life', 'smiled', 'amp', 'answered', 'fine', 'gudnite']"
valid,"['please', 'leave', 'topicsorry', 'telling']"
valid,"['pls', 'send', 'correct', 'name', 'da']"
valid,"['happened', 'yo', 'date']"
spam,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'cash', 'wkentp']"
valid,"['webpage', 'available']"
valid,"['woke', 'yeesh', 'late', 'did', 'nt', 'fall', 'asleep', 'til', 'ltgt']"
spam,"['unsubscribed', 'services', 'get', 'tons', 'sexy', 'babes', 'hunks', 'straight', 'phone', 'go', 'httpgotbabescouk', 'subscriptions']"
valid,"['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']"
valid,"['kkfrom', 'tomorrow', 'onwards', 'started', 'ah']"
valid,"['u', 'talking', 'bout', 'early', 'morning', 'almost', 'noon']"
valid,"['fine', 'remember']"
spam,"['hi', 'babe', 'jordan', 'r', 'u', 'i', 'm', 'home', 'abroad', 'lonely', 'text', 'back', 'u', 'wanna', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost', 'p']"
valid,"['ok', 'many', 'buy']"
valid,"['sounds', 'good', 'keep', 'posted']"
spam,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'mob', 'plus', 'loads', 'goodies', 'info', 'text', 'mat']"
valid,"['ok', 'april', 'ca', 'nt', 'wait']"
valid,"['boy', 'best', 'get', 'yo', 'ass', 'quick']"
valid,"['ay', 'wana', 'meet', 'satü', 'wkg', 'sat']"
valid,"['i', 'm', 'wait', 'till', 'bus', 'pick']"
valid,"['apart', 'one', 'told', 'yesterday']"
valid,"['ok', 'lor', 'buy', 'wat']"
valid,"['somebody', 'go', 'andros', 'steal', 'ice']"
valid,"['know', 'didt', 'msg', 'recently']"
